target,text,,label
food,the food is great,the MASK is great,2
personal pans,personal pans are the perfect size for those hungry nights,MASK are the perfect size for those hungry nights,2
delivery guys,there is a downside if you 're ordering in the delivery guys have major attitude,there is a downside if you 're ordering in the MASK have major attitude,0
delivery guys,never have i had such dramatic delivery guys a lot of huffing and panting and muttering under breath i live in a walkup who always seem disappointed with their tips,never have i had such dramatic MASK a lot of huffing and panting and muttering under breath i live in a walkup who always seem disappointed with their tips,0
scene,"love the scene first the place has a character and nice light to fortunate , location wise","love the MASK first the place has a character and nice light to fortunate , location wise",2
place,"love the scene first the place has a character and nice light to fortunate , location wise","love the scene first the MASK has a character and nice light to fortunate , location wise",2
location,"love the scene first the place has a character and nice light to fortunate , location wise","love the scene first the place has a character and nice light to fortunate , MASK wise",2
pizza,the pizza was pretty good and huge,the MASK was pretty good and huge,2
pizza,the pizza was pretty good and huge,the MASK was pretty good and huge,2
penne a la vodka,we were 4 and got the family size penne a la vodka which was tremendously gigantic portion a bucket of food literally,we were 4 and got the family size MASK which was tremendously gigantic portion a bucket of food literally,2
pasta penne,"the pasta penne was pretty extra buttery , creamy which means a big task to tasty at first but i would say that i was full with a slice of pizza and 7 to count , penne got a little moody afterwards cause was stuffed lol","the MASK was pretty extra buttery , creamy which means a big task to tasty at first but i would say that i was full with a slice of pizza and 7 to count , penne got a little moody afterwards cause was stuffed lol",0
pasta penne,"the pasta penne was pretty extra buttery , creamy which means a big task to tasty at first but i would say that i was full with a slice of pizza and 7 to count , penne got a little moody afterwards cause was stuffed lol","the MASK was pretty extra buttery , creamy which means a big task to tasty at first but i would say that i was full with a slice of pizza and 7 to count , penne got a little moody afterwards cause was stuffed lol",0
la rosa,"la rosa waltzes in , and i think they are doing it the best","MASK waltzes in , and i think they are doing it the best",2
wines,"interesting selection , good wines , service fine , fun decor","interesting selection , good MASK , service fine , fun decor",2
service,"interesting selection , good wines , service fine , fun decor","interesting selection , good wines , MASK fine , fun decor",2
decor,"interesting selection , good wines , service fine , fun decor","interesting selection , good wines , service fine , fun MASK",2
selection,"interesting selection , good wines , service fine , fun decor","interesting MASK , good wines , service fine , fun decor",2
spot,"i found it on a cold night , the perfect spot to warm up","i found it on a cold night , the perfect MASK to warm up",2
service,i recieved prompt service with a smile,i recieved prompt MASK with a smile,2
place,this place blew me away by far my new favorite restaurant on the uppereast side,this MASK blew me away by far my new favorite restaurant on the uppereast side,2
wine list,the wine list is extensive and impressive,the MASK is extensive and impressive,2
atmosphere,love the atmosphere felt like i was in paris,love the MASK felt like i was in paris,2
mussels,the mussels were fantastic and so was the dessert definitely going to be back very soon,the MASK were fantastic and so was the dessert definitely going to be back very soon,2
dessert,the mussels were fantastic and so was the dessert definitely going to be back very soon,the mussels were fantastic and so was the MASK definitely going to be back very soon,2
service,i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna,i have been coming here for years and have nothing but good things to say about the MASK and the great staff at la lanterna,2
staff,i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna,i have been coming here for years and have nothing but good things to say about the service and the great MASK at la lanterna,2
vittorio,"over the years the host , vittorio , and his crew , have always treated me as family although with all the business this gem does , it amazing he 's even able to remember a consistent but visitor","over the years the host , MASK , and his crew , have always treated me as family although with all the business this gem does , it amazing he 's even able to remember a consistent but visitor",2
crew,"over the years the host , vittorio , and his crew , have always treated me as family although with all the business this gem does , it amazing he 's even able to remember a consistent but visitor","over the years the host , vittorio , and his MASK , have always treated me as family although with all the business this gem does , it amazing he 's even able to remember a consistent but visitor",2
dining garden,"i ' ve also been amazed at all the new additions in the past few years a new jazz bar , the most fantastic dining garden , the best thin crust pizzas , and now a lasagna menu which is to die for these are not your average lasagnas !","i ' ve also been amazed at all the new additions in the past few years a new jazz bar , the most fantastic MASK , the best thin crust pizzas , and now a lasagna menu which is to die for these are not your average lasagnas !",2
jazz bar,"i ' ve also been amazed at all the new additions in the past few years a new jazz bar , the most fantastic dining garden , the best thin crust pizzas , and now a lasagna menu which is to die for these are not your average lasagnas !","i ' ve also been amazed at all the new additions in the past few years a new MASK , the most fantastic dining garden , the best thin crust pizzas , and now a lasagna menu which is to die for these are not your average lasagnas !",2
thin crust pizzas,"i ' ve also been amazed at all the new additions in the past few years a new jazz bar , the most fantastic dining garden , the best thin crust pizzas , and now a lasagna menu which is to die for these are not your average lasagnas !","i ' ve also been amazed at all the new additions in the past few years a new jazz bar , the most fantastic dining garden , the best MASK , and now a lasagna menu which is to die for these are not your average lasagnas !",2
lasagna menu,"i ' ve also been amazed at all the new additions in the past few years a new jazz bar , the most fantastic dining garden , the best thin crust pizzas , and now a lasagna menu which is to die for these are not your average lasagnas !","i ' ve also been amazed at all the new additions in the past few years a new jazz bar , the most fantastic dining garden , the best thin crust pizzas , and now a MASK which is to die for these are not your average lasagnas !",2
place,i love this place !,i love this MASK !,2
meal,i have to say i have never had a disapointing meal here,i have to say i have never had a disapointing MASK here,2
dumplings,we could have made a meal of the yummy dumplings from the dumpling menu,we could have made a meal of the yummy MASK from the dumpling menu,2
bbq salmon,"luckily we saved room for the bbq salmon , sea bass and crispy duck","luckily we saved room for the MASK , sea bass and crispy duck",2
sea bass,"luckily we saved room for the bbq salmon , sea bass and crispy duck","luckily we saved room for the bbq salmon , MASK and crispy duck",2
crispy duck,"luckily we saved room for the bbq salmon , sea bass and crispy duck","luckily we saved room for the bbq salmon , sea bass and MASK",2
al di la,love al di la,love MASK,2
place,i recommend this place to everyone,i recommend this MASK to everyone,2
food,great food,great MASK,2
pastas,"the pastas are incredible , the risottos particularly the sepia are fantastic and the braised rabbit is amazing","the MASK are incredible , the risottos particularly the sepia are fantastic and the braised rabbit is amazing",2
risottos,"the pastas are incredible , the risottos particularly the sepia are fantastic and the braised rabbit is amazing","the pastas are incredible , the MASK particularly the sepia are fantastic and the braised rabbit is amazing",2
sepia,"the pastas are incredible , the risottos particularly the sepia are fantastic and the braised rabbit is amazing","the pastas are incredible , the risottos particularly the MASK are fantastic and the braised rabbit is amazing",2
braised rabbit,"the pastas are incredible , the risottos particularly the sepia are fantastic and the braised rabbit is amazing","the pastas are incredible , the risottos particularly the sepia are fantastic and the MASK is amazing",2
food,the food here was mediocre at best,the MASK here was mediocre at best,0
fish and chips,it was totally fish and chips was about 15,it was totally MASK was about 15,0
dog,tasty dog !,tasty MASK !,2
dog,"an awesome organic dog , and a conscious eco friendly establishment","an awesome organic MASK , and a conscious eco friendly establishment",2
establishment,"an awesome organic dog , and a conscious eco friendly establishment","an awesome organic dog , and a conscious eco friendly MASK",2
cypriot restaurant,the cypriot restaurant has a lot going for it,the MASK has a lot going for it,2
pork souvlaki,but the best pork souvlaki i ever had is the main thing,but the best MASK i ever had is the main thing,2
pizza,super yummy pizza !,super yummy MASK !,2
restaurant,i was visiting new york city with a friend and we discovered this really warm and inviting restaurant,i was visiting new york city with a friend and we discovered this really warm and inviting MASK,2
eggplant pizza,"i looove their eggplant pizza , as well as their pastas !","i looove their MASK , as well as their pastas !",2
pastas,"i looove their eggplant pizza , as well as their pastas !","i looove their eggplant pizza , as well as their MASK !",2
pizza,"we had pizza , mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza !","we had MASK , mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza !",2
food,"excellent food , although the interior could use some help","excellent MASK , although the interior could use some help",2
interior,"excellent food , although the interior could use some help","excellent food , although the MASK could use some help",0
space,"the space kind of feels like an alice in wonderland setting , without it trying to be that","the MASK kind of feels like an alice in wonderland setting , without it trying to be that",0
meal,"i paid just about 60 for a good meal , though SMILE","i paid just about 60 for a good MASK , though SMILE",2
meal,"i paid just about 60 for a good meal , though SMILE","i paid just about 60 for a good MASK , though SMILE",2
sake,great sake !,great MASK !,2
sushi,"reliable , fresh sushi","reliable , fresh MASK",2
sashimi,the sashimi is always fresh and the rolls are innovative and delicious,the MASK is always fresh and the rolls are innovative and delicious,2
rolls,the sashimi is always fresh and the rolls are innovative and delicious,the sashimi is always fresh and the MASK are innovative and delicious,2
rolls,the sashimi is always fresh and the rolls are innovative and delicious,the sashimi is always fresh and the MASK are innovative and delicious,2
service,have never had a problem with service save a missing rice once,have never had a problem with MASK save a missing rice once,2
delivery,delivery can be spot on or lacking depending on the weather and the day of the week,MASK can be spot on or lacking depending on the weather and the day of the week,0
delivery guy,delivery guy sometimes get upset if you do n't tip more than 10,MASK sometimes get upset if you do n't tip more than 10,0
sushi,best sushi ever,best MASK ever,2
sushi,this place has ruined me for neighborhood sushi,this place has ruined me for neighborhood MASK,2
sashimi,"excellent sashimi , and the millennium roll is beyond delicious","excellent MASK , and the millennium roll is beyond delicious",2
millennium roll,"excellent sashimi , and the millennium roll is beyond delicious","excellent sashimi , and the MASK is beyond delicious",2
food,not only is the food,not only is the MASK,2
waiter,"the waiter was attentive , the food was delicious and the views of the city were great","the MASK was attentive , the food was delicious and the views of the city were great",2
food,"the waiter was attentive , the food was delicious and the views of the city were great","the waiter was attentive , the MASK was delicious and the views of the city were great",2
views of the city,"the waiter was attentive , the food was delicious and the views of the city were great","the waiter was attentive , the food was delicious and the MASK were great",2
place,great place to relax and enjoy your dinner,great MASK to relax and enjoy your dinner,2
atmosphere,there is something about their atmosphere that makes me come back nearly every week,there is something about their MASK that makes me come back nearly every week,2
place,"place is open till late , no dress code","MASK is open till late , no dress code",2
food,good food my favorite is the seafood spaghetti,good MASK my favorite is the seafood spaghetti,2
seafood spaghetti,good food my favorite is the seafood spaghetti,good food my favorite is the MASK,2
food,excellent food for great prices,excellent MASK for great prices,2
food,excellent food for great prices,excellent MASK for great prices,2
wait staff,the wait staff is very courteous and accomodating,the MASK is very courteous and accomodating,2
space,"the space is limited so be prepared to wait up to 45 minutes 1 hour , but be richly rewarded when you savor the delicious food","the MASK is limited so be prepared to wait up to 45 minutes 1 hour , but be richly rewarded when you savor the delicious food",0
food,"the space is limited so be prepared to wait up to 45 minutes 1 hour , but be richly rewarded when you savor the delicious food","the space is limited so be prepared to wait up to 45 minutes 1 hour , but be richly rewarded when you savor the delicious MASK",2
place,my favorite place lol,my favorite MASK lol,2
chicken pasta,i love their chicken pasta ca nt remember the name but is sooo good,i love their MASK ca nt remember the name but is sooo good,2
place,"i m not necessarily fanatical about this place , but it was a fun time for low pirces","i m not necessarily fanatical about this MASK , but it was a fun time for low pirces",2
place,"i m not necessarily fanatical about this place , but it was a fun time for low pirces","i m not necessarily fanatical about this MASK , but it was a fun time for low pirces",2
lobster,"lobster was good , nothing spectacular","MASK was good , nothing spectacular",1
restaraunt,"its just a fun place to go , not a five star restaraunt","its just a fun place to go , not a five star MASK",1
pizza,i think the pizza is so overrated and was under cooked,i think the MASK is so overrated and was under cooked,0
staff,had no flavor and the staff is rude and not attentive,had no flavor and the MASK is rude and not attentive,0
place,i love this place,i love this MASK,2
service,the service was quick and friendly,the MASK was quick and friendly,2
restaurant,i thought the restaurant was nice and clean,i thought the MASK was nice and clean,2
restaurant,i thought the restaurant was nice and clean,i thought the MASK was nice and clean,2
vitello alla marsala,i ordered the vitello alla marsala and i was pretty impressed,i ordered the MASK and i was pretty impressed,2
veal,the veal and the mushrooms were cooked perfectly,the MASK and the mushrooms were cooked perfectly,2
mushrooms,the veal and the mushrooms were cooked perfectly,the veal and the MASK were cooked perfectly,2
potato balls,the potato balls were not dry at all in fact it was buttery,the MASK were not dry at all in fact it was buttery,2
place,worst place on smith street in brooklyn,worst MASK on smith street in brooklyn,0
bartender,"very immature bartender , did nt know how to make specific drinks , service was so slowwwww , the food was not fresh or warm , waitresses were busy flirting with men at the bar and were nt very attentive to all the customers","very immature MASK , did nt know how to make specific drinks , service was so slowwwww , the food was not fresh or warm , waitresses were busy flirting with men at the bar and were nt very attentive to all the customers",0
service,"very immature bartender , did nt know how to make specific drinks , service was so slowwwww , the food was not fresh or warm , waitresses were busy flirting with men at the bar and were nt very attentive to all the customers","very immature bartender , did nt know how to make specific drinks , MASK was so slowwwww , the food was not fresh or warm , waitresses were busy flirting with men at the bar and were nt very attentive to all the customers",0
food,"very immature bartender , did nt know how to make specific drinks , service was so slowwwww , the food was not fresh or warm , waitresses were busy flirting with men at the bar and were nt very attentive to all the customers","very immature bartender , did nt know how to make specific drinks , service was so slowwwww , the MASK was not fresh or warm , waitresses were busy flirting with men at the bar and were nt very attentive to all the customers",0
waitresses,"very immature bartender , did nt know how to make specific drinks , service was so slowwwww , the food was not fresh or warm , waitresses were busy flirting with men at the bar and were nt very attentive to all the customers","very immature bartender , did nt know how to make specific drinks , service was so slowwwww , the food was not fresh or warm , MASK were busy flirting with men at the bar and were nt very attentive to all the customers",0
place,i would never recommend this place to anybody even for a casual dinner,i would never recommend this MASK to anybody even for a casual dinner,0
food,the food is always fresh,the MASK is always fresh,2
japanese food,overpriced japanese food with mediocre service,overpriced MASK with mediocre service,0
service,overpriced japanese food with mediocre service,overpriced japanese food with mediocre MASK,1
chicken teriyaki,chicken teriyaki had tomato or pimentos on top,MASK had tomato or pimentos on top,0
food,food was luke warm,MASK was luke warm,0
waitress,the waitress was not attentive at all,the MASK was not attentive at all,0
dessert,i was looking for banana tempura for dessert and they do nt have,i was looking for banana tempura for MASK and they do nt have,0
the four seasons,not because you are the four seasons '' you are allowed to charge an arm and a leg for a romatic dinner,not because you are MASK '' you are allowed to charge an arm and a leg for a romatic dinner,0
food,"the food was excellent as well as service , however , i left the four seasons very dissappointed","the MASK was excellent as well as service , however , i left the four seasons very dissappointed",2
service,"the food was excellent as well as service , however , i left the four seasons very dissappointed","the food was excellent as well as MASK , however , i left the four seasons very dissappointed",2
the four seasons,"the food was excellent as well as service , however , i left the four seasons very dissappointed","the food was excellent as well as service , however , i left MASK very dissappointed",0
dinner,i do not think dinner in manhattan should cost 400.00 where i am not swept off my feet,i do not think MASK in manhattan should cost 400.00 where i am not swept off my feet,0
red dragon roll,"red dragon roll my favorite thing to eat , of any food group hands down","MASK my favorite thing to eat , of any food group hands down",2
yamato,just go to yamato and order the red dragon roll,just go to MASK and order the red dragon roll,2
red dragon roll,just go to yamato and order the red dragon roll,just go to yamato and order the MASK,2
seafood dynamite,the seafood dynamite is also otherworldly,the MASK is also otherworldly,2
sushi,favorite sushi in nyc,favorite MASK in nyc,2
spot,"an unpretentious spot in park slope , the sushi is consistently good , the service is pleasant , effective and unassuming","an unpretentious MASK in park slope , the sushi is consistently good , the service is pleasant , effective and unassuming",2
sushi,"an unpretentious spot in park slope , the sushi is consistently good , the service is pleasant , effective and unassuming","an unpretentious spot in park slope , the MASK is consistently good , the service is pleasant , effective and unassuming",2
service,"an unpretentious spot in park slope , the sushi is consistently good , the service is pleasant , effective and unassuming","an unpretentious spot in park slope , the sushi is consistently good , the MASK is pleasant , effective and unassuming",2
back garden area,"in the summer months , the back garden area is really nice","in the summer months , the MASK is really nice",2
rolls,the rolls are creative and i have yet to find another sushi place that serves up more inventive yet delicious japanese food,the MASK are creative and i have yet to find another sushi place that serves up more inventive yet delicious japanese food,2
japanese food,the rolls are creative and i have yet to find another sushi place that serves up more inventive yet delicious japanese food,the rolls are creative and i have yet to find another sushi place that serves up more inventive yet delicious MASK,2
japanese food,the rolls are creative and i have yet to find another sushi place that serves up more inventive yet delicious japanese food,the rolls are creative and i have yet to find another sushi place that serves up more inventive yet delicious MASK,2
"dancing , white river and millenium rolls","the dancing , white river and millenium rolls are musts",the MASK are musts,2
place,i can eat here every day of the week really lol love this place,i can eat here every day of the week really lol love this MASK,2
food,gross food wow,gross MASK wow,0
food,i ca n't remember the last time i had such gross food in new york,i ca n't remember the last time i had such gross MASK in new york,0
quesadilla,my quesadilla tasted like it had been made by a old with no sense of proportion or flavor,my MASK tasted like it had been made by a old with no sense of proportion or flavor,0
quesadilla,my quesadilla tasted like it had been made by a old with no sense of proportion or flavor,my MASK tasted like it had been made by a old with no sense of proportion or flavor,0
guacamole,and 11 for a plate of bland guacamole,and 11 for a plate of bland MASK,0
guacamole,and 11 for a plate of bland guacamole,and 11 for a plate of bland MASK,0
margaritas,"do n't get me started on the margaritas , either","do n't get me started on the MASK , either",0
place,"oh , and i never write reviews i just was so moved by how bad this place was , i felt it was my duty to spread the word","oh , and i never write reviews i just was so moved by how bad this MASK was , i felt it was my duty to spread the word",0
indian food,great indian food !,great MASK !,2
food,"the food was good , the place was clean and affordable","the MASK was good , the place was clean and affordable",2
place,"the food was good , the place was clean and affordable","the food was good , the MASK was clean and affordable",2
place,"the food was good , the place was clean and affordable","the food was good , the MASK was clean and affordable",2
indian place,i noticed alot of indian people eatting there which is a great sign for an indian place !,i noticed alot of indian people eatting there which is a great sign for an MASK !,2
food,"this is one of my favorite spot , very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized","this is one of my favorite spot , very relaxing the MASK is great all the times , celebrated my engagement and my wedding here , it was very well organized",2
staff,the staff is very good,the MASK is very good,2
drink menu,love their drink menu,love their MASK,2
place,i highly recommend this beautiful place,i highly recommend this beautiful MASK,2
place,i highly recommend this beautiful place,i highly recommend this beautiful MASK,2
voss bottles of water,we were offered water for the table but were not told the voss bottles of water were 8 a piece,we were offered water for the table but were not told the MASK were 8 a piece,0
food,food was ok,MASK was ok,1
view of river and nyc,nice view of river and nyc,nice MASK,2
survice,great survice,great MASK,2
egyptian restaurant,a beautifully designed dreamy egyptian restaurant that gets sceney at night,a beautifully designed dreamy MASK that gets sceney at night,2
baba ganoush,watch the talented belly dancers as you enjoy delicious baba ganoush that 's more lemony than smoky,watch the talented belly dancers as you enjoy delicious MASK that 's more lemony than smoky,2
belly dancers,watch the talented belly dancers as you enjoy delicious baba ganoush that 's more lemony than smoky,watch the talented MASK as you enjoy delicious baba ganoush that 's more lemony than smoky,2
hookah,"oh , and there 's hookah","oh , and there 's MASK",2
raymond,raymond the bartender rocks !,MASK the bartender rocks !,2
pacifico,pacifico is a great place to casually hang out,MASK is a great place to casually hang out,2
drinks,"the drinks are great , especially when made by raymond","the MASK are great , especially when made by raymond",2
raymond,"the drinks are great , especially when made by raymond","the drinks are great , especially when made by MASK",2
omlette for brunch,the omlette for brunch is great,the MASK is great,2
spinach,"the spinach is fresh , definately not frozen","the MASK is fresh , definately not frozen",2
quacamole,"quacamole at pacifico is yummy , as are the wings with chimmichuri","MASK at pacifico is yummy , as are the wings with chimmichuri",2
wings with chimmichuri,"quacamole at pacifico is yummy , as are the wings with chimmichuri","quacamole at pacifico is yummy , as are the MASK",2
chicken in the salads,a weakness is the chicken in the salads,a weakness is the MASK,0
portobello and asparagus mole,"also , i personally was n't a fan of the portobello and asparagus mole","also , i personally was n't a fan of the MASK",0
people,"overall , decent food at a good price , with friendly people","overall , decent food at a good price , with friendly MASK",2
indian restaurant,best indian restaurant in the city,best MASK in the city,2
decor,decor needs to be upgraded but the food is amazing !,MASK needs to be upgraded but the food is amazing !,0
food,decor needs to be upgraded but the food is amazing !,decor needs to be upgraded but the MASK is amazing !,2
gyros,this small astoria souvlaki spot makes what many consider the best gyros in new york,this small astoria souvlaki spot makes what many consider the best MASK in new york,2
food,"what really makes it shine is the food , which is aggressively seasoned with cyrpriot spices , and all made even the gyro meat and sausages , and made of much higher quality ingredients that might otherwise be expected","what really makes it shine is the MASK , which is aggressively seasoned with cyrpriot spices , and all made even the gyro meat and sausages , and made of much higher quality ingredients that might otherwise be expected",2
gyro meat,"what really makes it shine is the food , which is aggressively seasoned with cyrpriot spices , and all made even the gyro meat and sausages , and made of much higher quality ingredients that might otherwise be expected","what really makes it shine is the food , which is aggressively seasoned with cyrpriot spices , and all made even the MASK and sausages , and made of much higher quality ingredients that might otherwise be expected",2
sausages,"what really makes it shine is the food , which is aggressively seasoned with cyrpriot spices , and all made even the gyro meat and sausages , and made of much higher quality ingredients that might otherwise be expected","what really makes it shine is the food , which is aggressively seasoned with cyrpriot spices , and all made even the gyro meat and MASK , and made of much higher quality ingredients that might otherwise be expected",2
ingredients,"what really makes it shine is the food , which is aggressively seasoned with cyrpriot spices , and all made even the gyro meat and sausages , and made of much higher quality ingredients that might otherwise be expected","what really makes it shine is the food , which is aggressively seasoned with cyrpriot spices , and all made even the gyro meat and sausages , and made of much higher quality MASK that might otherwise be expected",2
greek and cypriot dishes,"all the various greek and cypriot dishes are excellent , but the gyro is the reason to come if you do n't eat one your trip was wasted","all the various MASK are excellent , but the gyro is the reason to come if you do n't eat one your trip was wasted",2
gyro,"all the various greek and cypriot dishes are excellent , but the gyro is the reason to come if you do n't eat one your trip was wasted","all the various greek and cypriot dishes are excellent , but the MASK is the reason to come if you do n't eat one your trip was wasted",2
restaurant,best restaurant in brooklyn,best MASK in brooklyn,2
food,"great food , amazing service , this place is a class act","great MASK , amazing service , this place is a class act",2
service,"great food , amazing service , this place is a class act","great food , amazing MASK , this place is a class act",2
place,"great food , amazing service , this place is a class act","great food , amazing service , this MASK is a class act",2
veal,the veal was incredible last night,the MASK was incredible last night,2
place,this place is a must visit !,this MASK is a must visit !,2
booths,most of the booths allow you to sit next to eachother without looking like ' that ' couple,most of the MASK allow you to sit next to eachother without looking like ' that ' couple,2
food,the food is all shared so we get to order together and eat together,the MASK is all shared so we get to order together and eat together,2
dishes,i ' ve enjoyed 99 of the dishes we ' ve ordered with the only exceptions being the occasional dish i ' m a daring eater but not that daring,i ' ve enjoyed 99 of the MASK we ' ve ordered with the only exceptions being the occasional dish i ' m a daring eater but not that daring,2
dish,i ' ve enjoyed 99 of the dishes we ' ve ordered with the only exceptions being the occasional dish i ' m a daring eater but not that daring,i ' ve enjoyed 99 of the MASKes we ' ve ordered with the only exceptions being the occasional dish i ' m a daring eater but not that daring,0
water 's edge,my daughter 's wedding reception at water 's edge received the highest compliments from our guests,my daughter 's wedding reception at MASK received the highest compliments from our guests,2
atmosphere,everyone raved about the atmosphere elegant rooms and absolutely incomparable views and the fabulous food !,everyone raved about the MASK elegant rooms and absolutely incomparable views and the fabulous food !,2
rooms,everyone raved about the atmosphere elegant rooms and absolutely incomparable views and the fabulous food !,everyone raved about the atmosphere elegant MASK and absolutely incomparable views and the fabulous food !,2
views,everyone raved about the atmosphere elegant rooms and absolutely incomparable views and the fabulous food !,everyone raved about the atmosphere elegant rooms and absolutely incomparable MASK and the fabulous food !,2
food,everyone raved about the atmosphere elegant rooms and absolutely incomparable views and the fabulous food !,everyone raved about the atmosphere elegant rooms and absolutely incomparable views and the fabulous MASK !,2
service,service was wonderful,MASK was wonderful,2
paul,"paul , the maitre d ' , was totally professional and always on top of things","MASK , the maitre d ' , was totally professional and always on top of things",2
water 's edge,thank you everyone at water 's edge,thank you everyone at MASK,2
service,"service ok but unfriendly , filthy bathroom","MASK ok but unfriendly , filthy bathroom",0
bathroom,"service ok but unfriendly , filthy bathroom","service ok but unfriendly , filthy MASK",0
view,the high prices you 're going to pay is for the view not for the food,the high prices you 're going to pay is for the MASK not for the food,1
food,the high prices you 're going to pay is for the view not for the food,the high prices you 're going to pay is for the view not for the MASK,0
bar drinks,"the bar drinks were eh , ok to say the least","the MASK were eh , ok to say the least",0
stuff tilapia,the stuff tilapia was horrid tasted like cardboard,the MASK was horrid tasted like cardboard,0
dessert,"we thought the dessert would be better , wrong !","we thought the MASK would be better , wrong !",0
mens bathroom,"oh speaking of bathroom , the mens bathroom was disgusting","oh speaking of bathroom , the MASK was disgusting",0
wine list,the wine list was extensive though the staff did not seem knowledgeable about wine pairings,the MASK was extensive though the staff did not seem knowledgeable about wine pairings,2
staff,the wine list was extensive though the staff did not seem knowledgeable about wine pairings,the wine list was extensive though the MASK did not seem knowledgeable about wine pairings,0
bread,the bread we received was horrible rock hard and cold and the free '' appetizer of olives was disappointing,the MASK we received was horrible rock hard and cold and the free '' appetizer of olives was disappointing,0
appetizer of olives,the bread we received was horrible rock hard and cold and the free '' appetizer of olives was disappointing,the bread we received was horrible rock hard and cold and the free '' MASK was disappointing,0
main course,"however , our main course was wonderful","however , our MASK was wonderful",2
fish,i had fish and my husband had the filet both of which exceeded our expectations,i had MASK and my husband had the filet both of which exceeded our expectations,2
filet,i had fish and my husband had the filet both of which exceeded our expectations,i had fish and my husband had the MASK both of which exceeded our expectations,2
pear torte,"the dessert we had a pear torte was good but , once again , the staff was unable to provide appropriate drink suggestions","the dessert we had a MASK was good but , once again , the staff was unable to provide appropriate drink suggestions",2
staff,"the dessert we had a pear torte was good but , once again , the staff was unable to provide appropriate drink suggestions","the dessert we had a pear torte was good but , once again , the MASK was unable to provide appropriate drink suggestions",0
waitress,when we inquired about ports the waitress listed off several but did not know taste variations or cost,when we inquired about ports the MASK listed off several but did not know taste variations or cost,0
location,not what i would expect for the price and prestige of this location,not what i would expect for the price and prestige of this MASK,1
location,not what i would expect for the price and prestige of this location,not what i would expect for the price and prestige of this MASK,1
restaurant,"all in all , i would return as it was a beautiful restaurant but i hope the staff pays more attention to the little details in the future","all in all , i would return as it was a beautiful MASK but i hope the staff pays more attention to the little details in the future",2
restaurant,"all in all , i would return as it was a beautiful restaurant but i hope the staff pays more attention to the little details in the future","all in all , i would return as it was a beautiful MASK but i hope the staff pays more attention to the little details in the future",2
staff,"all in all , i would return as it was a beautiful restaurant but i hope the staff pays more attention to the little details in the future","all in all , i would return as it was a beautiful restaurant but i hope the MASK pays more attention to the little details in the future",0
seating,"short and sweet seating is great it 's romantic , cozy and private","short and sweet MASK is great it 's romantic , cozy and private",2
boths,the boths are not as small as some of the reviews make them out to look they 're perfect for 2 people,the MASK are not as small as some of the reviews make them out to look they 're perfect for 2 people,2
service,the service was extremely fast and attentive thanks to the service button on your table but i barely understood 1 word when the waiter took our order,the MASK was extremely fast and attentive thanks to the service button on your table but i barely understood 1 word when the waiter took our order,2
service button,the service was extremely fast and attentive thanks to the service button on your table but i barely understood 1 word when the waiter took our order,the service was extremely fast and attentive thanks to the MASK on your table but i barely understood 1 word when the waiter took our order,2
waiter,the service was extremely fast and attentive thanks to the service button on your table but i barely understood 1 word when the waiter took our order,the service was extremely fast and attentive thanks to the service button on your table but i barely understood 1 word when the MASK took our order,0
food,the food was ok and fair nothing to go crazy,the MASK was ok and fair nothing to go crazy,1
looks,over all the looks of the place exceeds the actual meals,over all the MASK of the place exceeds the actual meals,2
meals,over all the looks of the place exceeds the actual meals,over all the looks of the place exceeds the actual MASK,0
food,so what you really end up paying for is the restaurant not the food,so what you really end up paying for is the restaurant not the MASK,0
food,subtle food and service,subtle MASK and service,2
service,subtle food and service,subtle food and MASK,2
service,noodle pudding is exactly the type of service and food i enjoy,noodle pudding is exactly the type of MASK and food i enjoy,2
food,noodle pudding is exactly the type of service and food i enjoy,noodle pudding is exactly the type of service and MASK i enjoy,2
greg,"servers are all different , greg is my favorite","servers are all different , MASK is my favorite",2
server,"sometimes tables do n't understand his sense of humor but it 's refreshing to have a server who has personality , professionalism , and respects the privacy of your dinner","sometimes tables do n't understand his sense of humor but it 's refreshing to have a MASK who has personality , professionalism , and respects the privacy of your dinner",2
runner,this is the first place i ' ve been that a runner remembers my order hope he likes his job because i have half a mind to steal him for my restaurant,this is the first place i ' ve been that a MASK remembers my order hope he likes his job because i have half a mind to steal him for my restaurant,2
food,prices are fair across the board for both food and bev,prices are fair across the board for both MASK and bev,2
bev,prices are fair across the board for both food and bev,prices are fair across the board for both food and MASK,2
servers,"i go out to eat and like my courses , servers are patient and never rush courses or force another drink","i go out to eat and like my courses , MASK are patient and never rush courses or force another drink",2
dogs,amazing fresh dogs but best of all endless toppings ! ! !,amazing fresh MASK but best of all endless toppings ! ! !,2
toppings,amazing fresh dogs but best of all endless toppings ! ! !,amazing fresh dogs but best of all endless MASK ! ! !,2
trimmings,this place had all the trimmings and i mean all,this place had all the MASK and i mean all,2
place,amazing fun for hot dog lovers of all ages please do yourself a favor and check this place out ! ! ! !,amazing fun for hot dog lovers of all ages please do yourself a favor and check this MASK out ! ! ! !,2
